TransactionAmount,TransactionDate,Location,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TransactionType,CustomerOccupation,Channel,Cluster
48.05,2023-05-18 17:34:20,New York,27.0,37.99999999999999,1.0,5334.97,2024-11-04 08:09:07,Debit,Engineer,Branch,0
359.42,2023-05-29 16:17:37,Baltimore,55.0,30.0,1.0,1765.45,2024-11-04 08:06:42,Debit,Engineer,Branch,0
32.91,2023-05-04 16:37:01,Fort Worth,19.0,255.0,1.0,427.3,2024-11-04 08:06:44,Debit,Student,Online,1
3.8000000000000003,2023-08-08 16:47:28,Denver,67.0,140.0,1.0,6285.39,2024-11-04 08:08:31,Debit,Retired,Branch,3
31.81,2023-04-06 17:41:53,Fort Worth,51.0,149.0,1.0,1406.6,2024-11-04 08:06:48,Debit,Retired,Online,3
220.2,2023-09-11 16:25:04,Boston,28.0,102.0,1.0,1075.15,2024-11-04 08:11:18,Debit,Student,Online,1
476.03,2023-09-01 16:12:35,Houston,77.0,99.0,1.0,5958.34,2024-11-04 08:09:08,Debit,Retired,Branch,3
141.91,2023-01-19 17:08:04,Miami,23.0,49.0,1.0,791.9699999999999,2024-11-04 08:09:42,Debit,Student,Branch,1
95.83,2023-12-01 16:01:26,Washington,27.0,91.0,1.0,1726.4,2024-11-04 08:08:23,Debit,Student,Online,1
51.15,2023-03-01 17:26:49,Los Angeles,46.0,199.0,1.0,8992.25,2024-11-04 08:10:54,Debit,Engineer,Branch,0
1192.2,2023-12-21 16:21:27,Jacksonville,60.0,103.0,5.0,7816.410000000001,2024-11-04 08:09:14,Debit,Retired,Branch,3
50.75,2023-08-14 18:14:23,Boston,62.0,185.0,1.0,8271.47,2024-11-04 08:07:41,Debit,Engineer,Branch,2
185.07,2023-12-19 16:57:40,Colorado Springs,22.0,159.0,1.0,636.42,2024-11-04 08:07:39,Debit,Student,Branch,1
293.54,2023-01-16 17:26:12,Sacramento,40.0,45.0,1.0,2290.1,2024-11-04 08:08:24,Debit,Engineer,Online,2
23.38,2023-09-25 18:46:41,Memphis,32.0,89.0,1.0,9968.49,2024-11-04 08:09:41,Debit,Engineer,Branch,0
285.26,2023-11-01 16:09:05,Atlanta,28.0,93.0,1.0,167.72,2024-11-04 08:11:15,Debit,Student,Branch,1
129.48,2023-02-06 16:30:43,Seattle,31.0,179.0,1.0,7581.7,2024-11-04 08:10:43,Debit,Engineer,Branch,2
743.03,2023-07-27 16:55:39,New York,50.0,174.0,1.0,4111.38,2024-11-04 08:09:19,Debit,Engineer,Branch,2
297.86,2023-02-06 17:32:04,Milwaukee,28.0,96.0,1.0,1680.14,2024-11-04 08:11:40,Debit,Student,Branch,1
231.92,2023-07-10 18:00:56,Indianapolis,66.0,12.0,1.0,5715.08,2024-11-04 08:11:27,Debit,Engineer,Branch,2
295.82,2023-12-14 16:15:28,Chicago,47.0,45.99999999999999,1.0,5897.73,2024-11-04 08:07:47,Debit,Engineer,Branch,0
302.86,2023-07-03 18:56:03,Los Angeles,55.0,275.0,1.0,5239.24,2024-11-04 08:12:06,Debit,Engineer,Online,2
81.08,2023-09-19 16:56:35,Omaha,58.0,56.0,1.0,7788.910000000001,2024-11-04 08:07:17,Debit,Engineer,Branch,2
775.6,2023-08-21 17:43:17,Mesa,79.0,158.0,1.0,3898.6400000000003,2024-11-04 08:08:12,Debit,Retired,Branch,3
178.43,2023-12-26 18:13:56,Baltimore,26.0,136.0,1.0,1214.93,2024-11-04 08:07:58,Debit,Student,Branch,1
211.91,2023-09-18 16:51:04,Indianapolis,20.0,181.0,1.0,927.4699999999999,2024-11-04 08:08:46,Debit,Student,Online,1
17.21,2023-12-25 17:18:58,Omaha,23.0,219.0,1.0,914.16,2024-11-04 08:06:59,Debit,Student,Online,1
124.22,2023-05-19 17:57:36,Charlotte,23.0,172.0,1.0,9695.04,2024-11-04 08:08:04,Debit,Student,Branch,1
38.37,2023-09-01 16:07:38,San Antonio,63.0,135.0,1.0,8647.04,2024-11-04 08:10:04,Debit,Engineer,Branch,2
269.79,2023-10-03 16:15:25,San Jose,52.0,17.0,1.0,1292.1,2024-11-04 08:07:59,Debit,Engineer,Branch,2
605.42,2023-06-13 16:10:27,Mesa,21.0,33.0,1.0,392.34,2024-11-04 08:09:40,Debit,Student,Branch,1
11.19,2023-01-02 17:34:13,Austin,60.0,40.0,1.0,9877.17,2024-11-04 08:12:22,Debit,Engineer,Branch,2
29.19,2023-01-25 17:39:15,Nashville,58.0,41.0,1.0,12059.85,2024-11-04 08:11:34,Debit,Engineer,Branch,0
701.7,2023-06-30 16:57:37,Seattle,61.0,64.0,1.0,6643.24,2024-11-04 08:09:49,Debit,Retired,Online,3
862.34,2023-05-25 16:16:02,Kansas City,57.0,72.0,1.0,9903.48,2024-11-04 08:12:05,Debit,Engineer,Branch,0
410.97,2023-09-25 17:01:56,Los Angeles,22.0,45.0,1.0,151.42,2024-11-04 08:11:11,Debit,Student,Branch,1
36.97,2023-08-23 17:22:49,Virginia Beach,41.0,79.0,1.0,2850.92,2024-11-04 08:07:48,Debit,Engineer,Branch,0
137.59,2023-01-03 16:27:16,Nashville,30.0,95.0,1.0,10679.67,2024-11-04 08:11:30,Debit,Engineer,Branch,2
168.11,2023-05-19 16:44:53,New York,51.0,12.0,1.0,10652.13,2024-11-04 08:06:59,Debit,Engineer,Online,2
430.98,2023-10-10 18:14:12,Baltimore,24.0,93.0,1.0,569.25,2024-11-04 08:11:00,Debit,Student,Branch,1
13.87,2023-12-11 18:32:40,Phoenix,24.0,20.0,1.0,954.83,2024-11-04 08:07:47,Debit,Student,Branch,1
642.68,2023-05-25 16:45:31,Jacksonville,76.0,66.0,1.0,1831.2,2024-11-04 08:10:37,Debit,Retired,Branch,3
175.07,2023-11-23 16:59:11,Las Vegas,28.0,169.0,2.0,9274.64,2024-11-04 08:12:07,Debit,Engineer,Online,2
302.82,2023-11-03 16:50:20,Jacksonville,36.0,175.0,1.0,9384.54,2024-11-04 08:07:31,Debit,Engineer,Branch,2
1647.74,2023-12-25 17:41:30,Louisville,67.0,52.00000000000001,1.0,1483.84,2024-11-04 08:09:29,Debit,Retired,Branch,3
406.81,2023-12-05 16:32:49,New York,66.0,84.00000000000001,1.0,1968.3600000000001,2024-11-04 08:08:46,Debit,Retired,Online,3
256.3,2023-04-05 16:21:59,New York,53.0,172.0,1.0,4203.05,2024-11-04 08:06:23,Debit,Retired,Online,3
80.96,2023-09-27 17:47:10,Jacksonville,19.0,97.0,1.0,959.9399999999999,2024-11-04 08:06:25,Debit,Student,Online,1
95.78,2023-03-23 17:09:53,Atlanta,22.0,26.999999999999996,1.0,271.64,2024-11-04 08:09:16,Debit,Student,Online,1
379.54,2023-01-03 17:14:14,Indianapolis,41.0,118.0,1.0,12571.76,2024-11-04 08:06:23,Debit,Engineer,Branch,0
903.19,2023-07-06 17:52:32,El Paso,22.0,65.0,1.0,8627.08,2024-11-04 08:06:37,Debit,Student,Online,1
142.19,2023-06-15 18:28:50,Houston,18.0,26.999999999999996,4.0,524.46,2024-11-04 08:09:44,Debit,Student,Branch,1
847.45,2023-06-19 16:24:14,Jacksonville,28.0,175.0,1.0,422.32,2024-11-04 08:09:30,Debit,Student,Branch,1
295.18,2023-05-09 17:54:39,Dallas,66.0,30.999999999999996,1.0,12961.53,2024-11-04 08:07:53,Debit,Engineer,Branch,0
18.46,2023-11-20 16:29:14,Charlotte,68.0,213.0,1.0,6381.6,2024-11-04 08:10:17,Debit,Retired,Branch,3
603.23,2023-08-24 17:34:13,Detroit,28.0,48.0,1.0,117.98000000000002,2024-11-04 08:08:18,Debit,Student,Branch,1
54.5,2023-11-22 16:59:09,Philadelphia,57.0,147.0,1.0,1715.22,2024-11-04 08:08:27,Debit,Retired,Branch,3
414.77,2024-01-01 17:37:04,San Francisco,29.0,274.0,1.0,5599.81,2024-11-04 08:08:05,Debit,Engineer,Online,2
886.19,2023-08-21 17:32:04,Colorado Springs,61.0,69.00000000000001,1.0,7904.240000000001,2024-11-04 08:08:29,Debit,Retired,Branch,3
440.03,2023-11-29 16:11:50,San Jose,49.0,88.0,1.0,1490.44,2024-11-04 08:10:19,Debit,Engineer,Online,2
35.46,2023-03-23 16:16:29,Nashville,56.0,285.0,1.0,1532.72,2024-11-04 08:07:26,Debit,Retired,Branch,3
76.39,2023-01-13 17:19:33,Denver,18.0,219.0,1.0,5976.0,2024-11-04 08:10:09,Debit,Student,Branch,1
595.91,2023-08-10 18:39:04,San Antonio,19.0,162.0,1.0,1673.76,2024-11-04 08:10:21,Debit,Student,Branch,1
6.03,2023-08-09 18:42:25,Chicago,76.0,70.0,1.0,3290.72,2024-11-04 08:09:27,Debit,Retired,Branch,3
249.34,2023-08-15 17:21:47,Charlotte,26.0,197.0,1.0,3030.97,2024-11-04 08:07:57,Debit,Engineer,Branch,2
421.52,2023-08-15 17:35:08,San Jose,20.0,67.0,1.0,369.86,2024-11-04 08:10:21,Debit,Student,Branch,1
189.77,2023-02-27 16:08:40,Raleigh,58.0,24.0,1.0,6570.36,2024-11-04 08:11:28,Debit,Engineer,Branch,0
73.19,2023-10-18 16:20:15,Atlanta,76.0,213.0,1.0,2264.98,2024-11-04 08:10:26,Debit,Retired,Branch,3
188.13,2023-06-02 18:12:29,Jacksonville,75.0,198.0,1.0,5029.87,2024-11-04 08:10:08,Debit,Retired,Online,3
30.52,2023-05-19 17:19:00,Jacksonville,62.0,122.0,1.0,12327.74,2024-11-04 08:07:18,Debit,Engineer,Branch,0
1235.69,2023-05-24 16:14:34,San Jose,20.0,118.0,1.0,420.25,2024-11-04 08:09:22,Debit,Student,Branch,1
1159.39,2023-10-12 16:29:49,Oklahoma City,41.0,150.0,1.0,6499.53,2024-11-04 08:06:27,Debit,Engineer,Online,2
170.24,2023-06-05 16:24:12,San Francisco,62.0,133.0,1.0,5172.99,2024-11-04 08:08:04,Debit,Retired,Branch,3
56.62,2023-02-27 17:59:36,Austin,54.0,121.0,1.0,8981.1,2024-11-04 08:08:45,Debit,Engineer,Branch,0
53.14,2023-04-21 17:19:56,Las Vegas,34.0,70.0,1.0,7914.999999999999,2024-11-04 08:07:15,Debit,Engineer,Branch,2
587.23,2023-07-31 17:54:28,Omaha,27.0,144.0,1.0,500.84,2024-11-04 08:09:21,Debit,Student,Online,1
146.15,2023-01-06 17:52:11,Phoenix,43.0,75.0,1.0,13784.4,2024-11-04 08:06:59,Debit,Engineer,Branch,0
21.27,2023-07-24 17:01:19,Indianapolis,62.0,114.0,1.0,7392.79,2024-11-04 08:09:54,Debit,Retired,Online,3
1397.59,2023-11-13 17:28:12,Austin,26.0,144.0,1.0,1134.79,2024-11-04 08:06:38,Debit,Student,Branch,1
76.02,2023-07-12 16:58:17,Albuquerque,34.0,189.0,1.0,14765.41,2024-11-04 08:11:51,Debit,Engineer,Online,2
170.19,2023-07-07 17:40:58,Los Angeles,27.0,156.0,5.0,745.87,2024-11-04 08:12:16,Debit,Student,Branch,1
155.51,2023-08-21 18:51:06,Raleigh,68.0,15.0,1.0,5360.19,2024-11-04 08:08:23,Debit,Engineer,Branch,2
135.15,2023-03-20 17:13:09,Colorado Springs,72.0,50.00000000000001,1.0,5878.14,2024-11-04 08:10:37,Debit,Retired,Online,3
39.48,2023-05-26 16:47:51,Omaha,56.0,37.99999999999999,1.0,5889.51,2024-11-04 08:11:50,Debit,Retired,Branch,3
451.68,2023-04-18 18:55:32,Houston,33.0,15.0,1.0,4381.54,2024-11-04 08:09:51,Debit,Engineer,Online,2
19.11,2023-09-18 16:31:03,Colorado Springs,49.0,160.0,1.0,8478.46,2024-11-04 08:11:45,Debit,Engineer,Online,2
355.0,2023-08-29 16:50:17,Fort Worth,26.0,33.0,1.0,185.47,2024-11-04 08:10:34,Debit,Student,Online,1
427.69,2023-03-28 16:02:03,Raleigh,43.0,236.0,1.0,2443.54,2024-11-04 08:11:53,Debit,Engineer,Branch,2
254.86,2023-01-26 17:21:46,Boston,23.0,102.0,1.0,699.8999999999999,2024-11-04 08:11:39,Debit,Student,Branch,1
19.48,2023-07-10 16:01:03,Dallas,27.0,114.0,1.0,4739.59,2024-11-04 08:08:46,Debit,Engineer,Branch,2
190.17,2023-06-09 17:41:13,Baltimore,49.0,265.0,1.0,12893.85,2024-11-04 08:08:48,Debit,Engineer,Branch,2
91.38,2023-04-03 16:41:47,Jacksonville,65.0,179.0,1.0,2402.58,2024-11-04 08:06:39,Debit,Retired,Branch,3
206.63,2023-12-07 16:11:01,Oklahoma City,59.0,128.0,1.0,7626.53,2024-11-04 08:10:42,Debit,Retired,Online,3
93.22,2023-04-07 17:11:35,Charlotte,52.0,52.00000000000001,1.0,1014.6300000000001,2024-11-04 08:09:41,Debit,Retired,Online,3
547.98,2023-10-24 17:04:59,Oklahoma City,28.0,171.0,1.0,1358.54,2024-11-04 08:09:19,Debit,Student,Branch,1
641.06,2023-12-11 16:09:08,Colorado Springs,23.0,25.000000000000004,1.0,1602.13,2024-11-04 08:07:21,Debit,Student,Branch,1
314.55,2023-04-25 17:15:27,Dallas,27.0,18.999999999999996,2.0,1105.89,2024-11-04 08:07:16,Debit,Student,Branch,1
836.45,2023-02-27 16:02:00,Virginia Beach,61.0,63.0,1.0,1731.89,2024-11-04 08:12:12,Debit,Retired,Online,3
1095.09,2023-04-17 17:27:15,San Francisco,29.0,52.00000000000001,1.0,8692.47,2024-11-04 08:11:57,Debit,Engineer,Branch,2
189.45,2023-03-21 17:12:03,Boston,53.0,61.99999999999999,1.0,12578.75,2024-11-04 08:09:31,Debit,Engineer,Branch,0
91.84,2023-07-05 17:21:56,Mesa,67.0,80.0,1.0,1712.41,2024-11-04 08:08:32,Debit,Retired,Branch,3
609.52,2023-07-28 16:03:27,Washington,78.0,169.0,1.0,3485.03,2024-11-04 08:08:19,Debit,Retired,Branch,3
859.3,2023-08-01 17:18:04,Colorado Springs,78.0,68.00000000000001,1.0,1146.78,2024-11-04 08:06:56,Debit,Retired,Branch,3
100.01,2023-06-29 16:06:51,Philadelphia,50.0,63.0,1.0,6393.12,2024-11-04 08:09:27,Debit,Engineer,Branch,2
28.78,2023-08-07 16:08:04,Tucson,40.0,51.00000000000001,1.0,680.5499999999998,2024-11-04 08:11:39,Debit,Engineer,Online,2
111.08,2023-05-15 17:46:13,Chicago,70.0,83.0,1.0,7037.34,2024-11-04 08:10:59,Debit,Engineer,Online,2
470.96,2023-03-10 16:22:05,Indianapolis,69.0,123.99999999999999,2.0,12991.03,2024-11-04 08:11:10,Debit,Engineer,Online,2
52.23,2023-09-11 18:08:19,San Francisco,28.0,96.0,1.0,105.01,2024-11-04 08:08:11,Debit,Student,Branch,1
78.62,2023-07-31 16:46:29,Oklahoma City,32.0,52.00000000000001,1.0,1360.85,2024-11-04 08:08:12,Debit,Engineer,Branch,0
47.79,2023-09-15 17:00:20,Denver,25.0,37.0,1.0,1649.92,2024-11-04 08:11:55,Debit,Student,Branch,1
333.97,2023-03-22 16:18:37,Fresno,52.0,45.0,1.0,5237.36,2024-11-04 08:11:48,Debit,Engineer,Branch,0
30.87,2023-07-12 16:50:42,Fresno,33.0,295.0,1.0,14348.65,2024-11-04 08:10:43,Debit,Engineer,Branch,2
710.43,2023-03-08 17:07:21,San Diego,67.0,115.0,1.0,5625.55,2024-11-04 08:08:42,Debit,Retired,Online,3
220.23,2023-09-18 18:35:23,Milwaukee,41.0,48.0,1.0,3438.02,2024-11-04 08:06:33,Debit,Engineer,Branch,2
27.28,2023-12-25 16:30:45,Atlanta,29.0,96.0,1.0,10668.24,2024-11-04 08:09:42,Debit,Engineer,Branch,2
101.52,2023-08-09 16:22:25,Tucson,49.0,98.0,1.0,2018.9000000000003,2024-11-04 08:08:38,Debit,Engineer,Branch,2
162.65,2023-05-11 17:15:10,New York,59.0,147.0,1.0,9500.95,2024-11-04 08:11:20,Debit,Engineer,Branch,2
10.52,2023-07-19 17:38:50,Kansas City,55.0,30.0,1.0,2472.99,2024-11-04 08:11:06,Debit,Retired,Branch,3
270.72,2023-03-27 17:25:32,Los Angeles,38.0,37.0,1.0,6522.47,2024-11-04 08:12:10,Debit,Engineer,Branch,0
202.34,2023-01-10 16:32:06,New York,20.0,134.0,1.0,1223.45,2024-11-04 08:11:25,Debit,Student,Online,1
247.58,2023-05-29 18:40:32,San Antonio,39.0,151.99999999999997,1.0,778.74,2024-11-04 08:07:18,Debit,Engineer,Branch,2
686.17,2023-10-03 17:27:25,Denver,61.0,96.0,1.0,2246.15,2024-11-04 08:07:37,Debit,Retired,Branch,3
359.65,2023-01-12 17:58:56,Jacksonville,25.0,289.0,1.0,219.53,2024-11-04 08:09:04,Debit,Student,Online,1
109.91,2023-05-01 16:23:22,Seattle,38.0,90.0,1.0,12896.06,2024-11-04 08:10:57,Debit,Engineer,Branch,0
215.72,2023-10-11 18:04:39,Columbus,30.0,137.0,1.0,8697.11,2024-11-04 08:11:54,Debit,Engineer,Branch,0
490.76,2023-01-19 16:28:08,Columbus,66.0,156.0,1.0,6414.11,2024-11-04 08:09:44,Debit,Retired,Online,3
224.28,2023-02-15 16:50:13,Chicago,64.0,68.00000000000001,1.0,5767.51,2024-11-04 08:10:52,Debit,Retired,Online,3
614.03,2023-05-08 16:37:14,Dallas,68.0,51.00000000000001,1.0,2815.86,2024-11-04 08:08:12,Debit,Retired,Branch,3
608.79,2023-11-03 18:37:18,Fort Worth,55.0,157.0,1.0,2991.17,2024-11-04 08:12:18,Debit,Engineer,Online,2
186.55,2023-06-21 16:49:10,Philadelphia,48.0,288.0,1.0,224.65,2024-11-04 08:07:18,Debit,Engineer,Branch,0
840.16,2023-03-20 16:35:53,Colorado Springs,20.0,68.00000000000001,1.0,1236.76,2024-11-04 08:12:12,Debit,Student,Branch,1
203.34,2023-12-20 17:13:50,Phoenix,60.0,66.0,1.0,13586.99,2024-11-04 08:09:43,Debit,Engineer,Branch,2
90.88,2023-11-20 17:08:33,Colorado Springs,26.0,284.0,1.0,7117.35,2024-11-04 08:10:50,Debit,Engineer,Branch,2
60.11,2023-11-27 17:39:39,Albuquerque,61.0,122.0,1.0,7235.87,2024-11-04 08:08:09,Debit,Retired,Branch,3
393.92,2023-05-16 16:57:35,Memphis,72.0,47.0,1.0,7318.64,2024-11-04 08:12:07,Debit,Retired,Branch,3
19.39,2023-11-17 16:39:20,Colorado Springs,43.0,45.0,1.0,9847.6,2024-11-04 08:11:24,Debit,Engineer,Branch,2
557.41,2023-04-14 16:52:23,Washington,80.0,49.0,1.0,2968.75,2024-11-04 08:09:54,Debit,Retired,Online,3
57.07,2023-08-25 16:30:02,Boston,31.0,99.0,1.0,9323.71,2024-11-04 08:11:35,Debit,Engineer,Online,2
395.27,2023-08-07 16:38:52,Miami,18.0,167.0,1.0,1764.08,2024-11-04 08:08:21,Debit,Student,Online,1
289.05,2023-06-09 17:58:00,New York,75.0,116.00000000000001,1.0,5683.49,2024-11-04 08:11:58,Debit,Retired,Branch,3
46.11,2023-03-27 17:07:20,San Francisco,33.0,233.0,1.0,5225.73,2024-11-04 08:10:44,Debit,Engineer,Online,2
335.5,2023-08-14 16:01:02,Sacramento,63.0,47.0,1.0,6445.4,2024-11-04 08:12:23,Debit,Retired,Branch,3
388.07,2023-09-05 17:34:08,Seattle,24.0,68.00000000000001,1.0,289.71,2024-11-04 08:10:37,Debit,Student,Online,1
520.86,2023-03-20 16:29:02,Sacramento,51.0,66.0,1.0,9200.74,2024-11-04 08:08:47,Debit,Engineer,Online,2
787.41,2023-06-19 16:22:28,Memphis,25.0,39.0,1.0,300.87,2024-11-04 08:06:44,Debit,Student,Online,1
31.699999999999996,2023-06-01 16:56:33,Raleigh,48.0,121.0,1.0,743.8999999999999,2024-11-04 08:08:02,Debit,Engineer,Branch,2
22.3,2023-05-01 16:57:17,Philadelphia,21.0,90.0,1.0,1200.35,2024-11-04 08:12:18,Debit,Student,Branch,1
203.12,2023-01-18 16:59:48,San Jose,56.0,181.0,1.0,1562.39,2024-11-04 08:09:15,Debit,Retired,Branch,3
315.94,2023-02-27 17:06:57,Raleigh,49.0,172.0,1.0,7719.709999999999,2024-11-04 08:12:09,Debit,Engineer,Branch,0
192.23,2023-12-28 16:34:52,Albuquerque,54.0,39.0,3.0,2610.67,2024-11-04 08:06:41,Debit,Engineer,Online,2
1510.71,2023-06-15 16:48:29,Oklahoma City,66.0,51.00000000000001,1.0,2060.02,2024-11-04 08:09:11,Debit,Retired,Online,3
0.26,2023-11-23 16:14:48,Oklahoma City,20.0,173.0,1.0,1833.67,2024-11-04 08:07:45,Debit,Student,Online,1
210.77,2023-05-31 16:50:20,Mesa,71.0,161.0,1.0,5396.65,2024-11-04 08:11:21,Debit,Retired,Branch,3
406.65,2023-11-08 18:32:44,Mesa,57.0,107.0,1.0,12995.7,2024-11-04 08:11:01,Debit,Engineer,Branch,2
422.9,2023-02-27 16:15:53,Tucson,40.0,111.0,1.0,7616.43,2024-11-04 08:10:52,Debit,Engineer,Branch,2
20.62,2023-06-21 17:10:18,Philadelphia,35.0,225.0,1.0,12500.8,2024-11-04 08:08:49,Debit,Engineer,Branch,2
174.39,2023-01-09 16:08:52,San Francisco,19.0,36.0,1.0,1127.08,2024-11-04 08:11:01,Debit,Student,Branch,1
7.859999999999999,2023-10-16 16:47:15,Sacramento,76.0,91.0,1.0,3621.98,2024-11-04 08:07:51,Debit,Retired,Branch,3
61.98,2023-01-03 18:18:14,Denver,49.0,44.0,1.0,5212.28,2024-11-04 08:08:55,Debit,Engineer,Online,2
54.85,2023-09-05 16:05:58,San Francisco,58.0,40.0,1.0,2727.45,2024-11-04 08:09:36,Debit,Retired,Branch,3
204.7,2023-09-21 16:08:00,Oklahoma City,49.0,95.0,5.0,5117.03,2024-11-04 08:10:26,Debit,Engineer,Branch,0
16.55,2023-09-11 17:05:50,Tucson,26.0,159.0,1.0,6089.79,2024-11-04 08:08:11,Debit,Engineer,Branch,0
91.32,2023-11-10 16:43:45,Milwaukee,58.0,77.0,1.0,2618.1,2024-11-04 08:08:22,Debit,Engineer,Branch,0
195.49,2023-06-12 16:34:59,Memphis,31.0,212.0,1.0,11988.12,2024-11-04 08:08:35,Debit,Engineer,Branch,2
49.62,2023-12-07 16:19:07,Portland,55.0,111.0,1.0,3841.4199999999996,2024-11-04 08:07:23,Debit,Engineer,Branch,2
487.16,2023-01-02 16:01:14,Los Angeles,28.0,84.00000000000001,1.0,321.21,2024-11-04 08:12:22,Debit,Student,Branch,1
405.6,2023-08-08 17:41:41,Tucson,37.0,44.0,1.0,9754.73,2024-11-04 08:09:24,Debit,Engineer,Online,2
512.95,2023-10-16 17:08:36,Columbus,57.0,143.0,1.0,9584.52,2024-11-04 08:10:05,Debit,Engineer,Branch,0
345.94,2023-10-09 17:32:57,Portland,31.0,163.0,1.0,7624.56,2024-11-04 08:11:40,Debit,Engineer,Branch,2
356.56,2023-10-09 17:23:21,New York,47.0,52.00000000000001,1.0,2485.73,2024-11-04 08:11:57,Debit,Engineer,Online,2
10.31,2023-01-13 16:23:56,Louisville,36.0,280.0,1.0,2137.9,2024-11-04 08:11:14,Debit,Engineer,Online,2
211.69,2023-10-20 16:02:07,Atlanta,30.0,111.0,1.0,6412.85,2024-11-04 08:07:50,Debit,Engineer,Branch,0
221.49,2023-09-13 18:11:22,Oklahoma City,23.0,196.0,1.0,707.25,2024-11-04 08:11:50,Debit,Student,Branch,1
278.23,2023-05-04 17:49:33,Fresno,48.0,83.0,1.0,8300.54,2024-11-04 08:09:46,Debit,Engineer,Online,2
116.88,2023-10-04 17:10:02,Memphis,45.0,263.0,1.0,7717.339999999999,2024-11-04 08:10:02,Debit,Engineer,Branch,2
328.77,2023-04-03 17:59:23,San Diego,39.0,247.0,1.0,6967.03,2024-11-04 08:09:57,Debit,Engineer,Online,2
77.53,2023-07-25 18:00:25,Louisville,54.0,55.0,1.0,5158.6,2024-11-04 08:07:12,Debit,Retired,Branch,3
421.74,2023-06-20 17:07:05,San Jose,67.0,103.0,1.0,12031.14,2024-11-04 08:10:18,Debit,Engineer,Online,2
313.69,2023-03-10 16:35:33,Oklahoma City,73.0,151.99999999999997,1.0,7093.68,2024-11-04 08:10:23,Debit,Retired,Branch,3
411.72,2023-06-20 18:43:51,Washington,29.0,153.0,1.0,8539.86,2024-11-04 08:11:43,Debit,Engineer,Branch,0
508.73,2023-07-14 16:22:54,Chicago,59.0,89.0,1.0,7640.57,2024-11-04 08:09:07,Debit,Retired,Branch,3
153.08,2023-11-27 16:57:08,Omaha,24.0,201.0,1.0,1292.21,2024-11-04 08:09:29,Debit,Student,Branch,1
23.01,2023-06-09 18:33:04,Las Vegas,63.0,166.0,1.0,5958.75,2024-11-04 08:09:14,Debit,Retired,Branch,3
69.28,2023-10-30 16:36:24,Los Angeles,25.0,129.0,1.0,708.7399999999999,2024-11-04 08:11:01,Debit,Student,Online,1
51.25,2023-08-29 16:16:15,Austin,28.0,66.0,1.0,1744.4,2024-11-04 08:11:52,Debit,Student,Branch,1
407.65,2023-08-07 17:17:34,Denver,25.0,263.0,1.0,273.78,2024-11-04 08:08:37,Debit,Student,Branch,1
459.25,2023-05-23 16:44:33,Tucson,25.0,59.00000000000001,1.0,130.76,2024-11-04 08:11:47,Debit,Student,Branch,1
301.56,2023-02-09 17:46:49,Seattle,49.0,118.0,1.0,10389.6,2024-11-04 08:10:23,Debit,Engineer,Branch,0
17.67,2023-06-27 17:50:21,San Diego,63.0,91.0,1.0,1048.18,2024-11-04 08:10:55,Debit,Engineer,Online,2
5.29,2023-03-13 18:24:20,San Francisco,32.0,132.0,1.0,12896.68,2024-11-04 08:11:04,Debit,Engineer,Online,2
401.37,2023-09-18 16:18:19,Los Angeles,43.0,251.0,1.0,8208.54,2024-11-04 08:11:41,Debit,Engineer,Branch,0
145.4,2023-07-06 17:53:38,Tucson,38.0,24.0,1.0,5244.49,2024-11-04 08:09:52,Debit,Engineer,Online,2
556.34,2023-10-19 16:34:22,Seattle,37.0,45.99999999999999,1.0,11935.14,2024-11-04 08:07:12,Debit,Engineer,Online,2
34.31,2023-04-28 16:55:28,Philadelphia,24.0,251.0,1.0,1484.76,2024-11-04 08:11:26,Debit,Student,Branch,1
780.59,2023-06-28 17:58:48,Tucson,23.0,145.0,1.0,6513.34,2024-11-04 08:07:01,Debit,Student,Online,1
282.65,2023-03-08 17:42:36,Fort Worth,35.0,161.0,1.0,13801.15,2024-11-04 08:08:51,Debit,Engineer,Branch,2
305.27,2023-09-27 16:25:38,Las Vegas,68.0,147.0,1.0,12958.65,2024-11-04 08:09:31,Debit,Engineer,Online,2
185.81,2023-09-20 16:30:06,Austin,32.0,116.00000000000001,1.0,9588.71,2024-11-04 08:10:15,Debit,Engineer,Online,2
66.01,2023-10-06 18:39:39,Milwaukee,49.0,179.0,1.0,3475.99,2024-11-04 08:07:05,Debit,Engineer,Online,2
447.95,2023-01-11 17:27:56,Tucson,29.0,75.0,1.0,7544.399999999999,2024-11-04 08:09:20,Debit,Engineer,Branch,0
279.3,2023-06-22 17:28:02,Oklahoma City,19.0,48.0,1.0,1193.61,2024-11-04 08:07:20,Debit,Student,Branch,1
26.75,2023-05-08 16:25:03,Indianapolis,33.0,26.999999999999996,1.0,12063.77,2024-11-04 08:07:00,Debit,Engineer,Online,2
611.15,2023-08-11 17:12:30,Detroit,27.0,121.0,1.0,892.8299999999999,2024-11-04 08:09:23,Debit,Student,Branch,1
275.2,2023-08-24 17:13:38,New York,54.0,81.0,1.0,1230.12,2024-11-04 08:09:50,Debit,Engineer,Online,2
427.79,2023-02-21 17:42:42,San Jose,18.0,189.0,1.0,1479.67,2024-11-04 08:08:54,Debit,Student,Branch,1
469.13,2023-12-04 17:53:57,San Antonio,54.0,139.0,1.0,1265.28,2024-11-04 08:07:30,Debit,Engineer,Branch,2
